;;BOM Export Data;;;;;;;
;;User Name : Daniele Mazzotti;Date : June 14, 2022;;;;;;
;;Project name : Niuma;BOM name : Niuma Giugno 2022;;;;;;
;;;;;;;;;
Row #;SiliconExpert Part;SiliconExpert Manufacturer;Match Type;SiliconExpert Description;Lifecycle;Crosses;Estimated Years to EOL;Predicted Obsolescence Year;Country of Origin
808;MCT06030C5103FP500;Vishay;Exact;Res Thin Film 0603 510K Ohm 1% 0.1W(1/10W) ±50ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;106;7.3;2029;Germany | Israel
809;AR03FTDX5602;Viking Tech Corporation;Exact;Res Thin Film 0603 56K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD Medical T/R;Active;240;8.5;2031;Taiwan
810;MCT06030C5602FP500;Vishay;Automatic;Res Thin Film 0603 56K Ohm 1% 0.1W(1/10W) ±50ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;177;7.3;2029;Germany | Israel
811;RT0603FRE0756KL;Yageo;Exact;Res Thin Film 0603 56K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;237;7.3;2029;China | Taiwan
812;MCT06030C2742FP500;Vishay;Exact;Res Thin Film 0603 27.4K Ohm 1% 0.1W(1/10W) ±50ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;215;7.3;2029;Germany | Israel
813;RT0603FRE0727K4L;Yageo;Exact;Res Thin Film 0603 27.4K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;320;7.3;2029;China | Taiwan
816;RT0603FRE0718RL;Yageo;Exact;Res Thin Film 0603 18 Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;176;7.3;2029;China | Taiwan
817;CPF0603B78R7E1;TE Connectivity;Exact;Res Thin Film 0603 78.7 Ohm 0.1% 0.063W(1/16W) ±25ppm/°C Epoxy Pad SMD Medical T/R;Active;66;7.3;2029;Taiwan
818;ERA3AEB78R7V;Panasonic;Exact;Res Thin Film 0603 78.7 Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD Automotive T/R;Active;120;7.3;2029;Japan
820;RT0603FRE0778R7L;Yageo;Exact;Res Thin Film 0603 78.7 Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;241;7.3;2029;China | Taiwan
821;CPF0603B78R7E1;TE Connectivity;Automatic;Res Thin Film 0603 78.7 Ohm 0.1% 0.063W(1/16W) ±25ppm/°C Epoxy Pad SMD Medical T/R;Active;66;7.3;2029;Taiwan
823;MCT06030C2703FP500;Vishay;Automatic;Res Thin Film 0603 270K Ohm 1% 0.1W(1/10W) ±50ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;138;7.3;2029;Germany | Israel
824;RT0603FRE07270KL;Yageo;Exact;Res Thin Film 0603 270K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;176;7.3;2029;China | Taiwan
825;AR03FTDX6801;Viking Tech Corporation;Exact;Res Thin Film 0603 6.8K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;232;8.5;2031;
826;MCT06030C6801FP500;Vishay;Automatic;Res Thin Film 0603 6.8K Ohm 1% 0.1W(1/10W) ±50ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;181;7.3;2029;Germany | Israel
827;RT0603FRE076K8L;Yageo;Exact;Res Thin Film 0603 6.8K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;241;7.3;2029;China | Taiwan
829;RT0603FRE07169KL;Yageo;Exact;Res Thin Film 0603 169K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;234;7.3;2029;China | Taiwan
830;AR03FTDX3601;Viking Tech Corporation;Exact;Res Thin Film 0603 3.6K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;207;8.5;2031;
832;RT0603FRE073K6L;Yageo;Exact;Res Thin Film 0603 3.6K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;216;7.3;2029;China | Taiwan
833;RT0603FRE0724KL;Yageo;Exact;Res Thin Film 0603 24K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;229;7.3;2029;China | Taiwan
834;MCT06030C1052FP500;Vishay;Exact;Res Thin Film 0603 10.5K Ohm 1% 0.1W(1/10W) ±50ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;209;7.3;2029;Germany | Israel
835;RT0603FRE0710K5L;Yageo;Exact;Res Thin Film 0603 10.5K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;293;7.3;2029;China | Taiwan
837;MC0063W0603128K7;Multicomp Pro;Exact;Res Thick Film 0603 28.7K Ohm 1% 0.063W(1/16W) ±100ppm/°C Pad SMD T/R;Active;50;7.3;2029;
838;RT0603FRE0728K7L;Yageo;Exact;Res Thin Film 0603 28.7K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;269;7.3;2029;China | Taiwan
839;RC0603FR-0722RL;Yageo;Exact;Res Thick Film 0603 22 Ohm 1% 0.1W(1/10W) ±100ppm/°C Pad SMD T/R;Active;226;7.3;2029;China | Taiwan
840;CRCW060375R0FKEAHP;Vishay;Exact;Res Thick Film 0603 75 Ohm 1% 0.33W(1/3W) ±100ppm/°C Pad SMD Automotive T/R;Active;7;7.3;2029;China | Israel
841;ERJPA3F75R0V;Panasonic;Exact;Res Thick Film 0603 75 Ohm 1% 0.25W(1/4W) ±100ppm/°C Pad SMD Automotive T/R;Active;11;8.7;2031;Japan | Japan
842;RT0402FRE0724KL;Yageo;Exact;Res Thin Film 0402 24K Ohm 1% 0.063W(1/16W) ±50ppm/°C Pad SMD T/R;Active;148;7.3;2029;China | Taiwan
843;RT0402FRE0713KL;Yageo;Exact;Res Thin Film 0402 13K Ohm 1% 0.063W(1/16W) ±50ppm/°C Pad SMD T/R;Active;195;7.3;2029;China | Taiwan
844;RT0603BRD0713RL;Yageo;Exact;Res Thin Film 0603 13 Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;83;7.3;2029;China | Taiwan
845;RT0603FRE0713RL;Yageo;Exact;Res Thin Film 0603 13 Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;243;7.3;2029;China | Taiwan
846;RT0603FRE07820RL;Yageo;Exact;Res Thin Film 0603 820 Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;210;7.3;2029;China | Taiwan
847;CRCW04020000Z0ED;Vishay;Automatic;Res Thick Film 0402 0 Ohm Pad SMD Automotive T/R;Active;199;7.3;2029;China | Israel
848;RK73Z1ETTP;KOA Speer Electronics;Exact;Res 0402 0 Ohm Pad SMD Automotive T/R;Active;255;7.3;2029;China | Japan | Malaysia
849;CRCW04020000Z0ED;Vishay;Exact;Res Thick Film 0402 0 Ohm Pad SMD Automotive T/R;Active;199;7.3;2029;China | Israel
851;RT0603BRB0713KL;Yageo;Exact;Res Thin Film 0603 13K Ohm 0.1% 0.1W(1/10W) ±10ppm/°C Pad SMD T/R;Active;221;7.3;2029;China | Taiwan
852;ERA3ARB133V;Panasonic;Exact;Res Thin Film 0603 13K Ohm 0.1% 0.1W(1/10W) ±10ppm/°C Pad SMD Automotive T/R;Active;227;7.3;2029;Japan
853;RT0603BRD079K31L;Yageo;Exact;Res Thin Film 0603 9.31K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;606;7.3;2029;China | Taiwan
854;RT0603FRE079K31L;Yageo;Exact;Res Thin Film 0603 9.31K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;280;7.3;2029;China | Taiwan
855;RT0603BRB0724KL;Yageo;Exact;Res Thin Film 0603 24K Ohm 0.1% 0.1W(1/10W) ±10ppm/°C Pad SMD T/R;Active;193;7.3;2029;China | Taiwan
856;ERA3ARB243V;Panasonic;Exact;Res Thin Film 0603 24K Ohm 0.1% 0.1W(1/10W) ±10ppm/°C Pad SMD Automotive T/R;Active;201;7.3;2029;Japan
857;RT0603FRE07130KL;Yageo;Exact;Res Thin Film 0603 130K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;269;7.3;2029;China | Taiwan
859;RT0402FRE07180KL;Yageo;Exact;Res Thin Film 0402 180K Ohm 1% 0.063W(1/16W) ±50ppm/°C Pad SMD T/R;Active;114;7.3;2029;China | Taiwan
860;MCS04020C1803FE000;Vishay;Exact;Res Thin Film 0402 180K Ohm 1% 0.063W(1/16W) ±50ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;108;7.3;2029;Germany | Israel
861;RT0402FRE0751KL;Yageo;Exact;Res Thin Film 0402 51K Ohm 1% 0.063W(1/16W) ±50ppm/°C Pad SMD T/R;Active;135;7.3;2029;China | Taiwan
863;AR03BTC1003;Viking Tech Corporation;Exact;Res Thin Film 0603 100K Ohm 0.1% 0.063W(1/16W) ±25ppm/°C Pad SMD Medical T/R;Active;82;7.3;2029;Taiwan
864;MCT06030D1003BP500;Vishay;Automatic;Res Thin Film 0603 100K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;150;7.3;2029;Germany | Israel
865;RT0603BRD07100KL;Yageo;Exact;Res Thin Film 0603 100K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;255;7.3;2029;China | Taiwan
866;AR03BTC1002;Viking Tech Corporation;Exact;Res Thin Film 0603 10K Ohm 0.1% 0.063W(1/16W) ±25ppm/°C Pad SMD Medical T/R;Active;105;7.3;2029;Taiwan
867;MCT06030D1002BP500;Vishay;Automatic;Res Thin Film 0603 10K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;213;7.3;2029;Austria | Germany | Israel
868;RT0603BRD0710KL;Yageo;Exact;Res Thin Film 0603 10K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Epoxy Pad SMD T/R;Active;769;7.3;2029;China | Taiwan
869;AR03FTDX1000;Viking Tech Corporation;Exact;Res Thin Film 0603 100 Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;541;8.5;2031;
870;RT0603FRE07100RL;Yageo;Exact;Res Thin Film 0603 100 Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;581;7.3;2029;China | Taiwan
871;RT0603BRD07220RL;Yageo;Exact;Res Thin Film 0603 220 Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;133;12.3;2034;China | Taiwan
872;RT0603BRD071KL;Yageo;Exact;Res Thin Film 0603 1K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;348;7.3;2029;China | Taiwan
873;RT0603BRD0717K8L;Yageo;Exact;Res Thin Film 0603 17.8K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;172;7.3;2029;China | Taiwan
874;TNPW060317K8BEEN;Vishay;Exact;Res Thin Film 0603 17.8K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;138;7.3;2029;Germany | Israel
875;RT0603BRD07180KL;Yageo;Exact;Res Thin Film 0603 180K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;94;7.3;2029;China | Taiwan
876;RT0603DRE0782RL;Yageo;Exact;Res Thin Film 0603 82 Ohm 0.5% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;101;7.3;2029;China | Taiwan
877;ERA3AEB820V;Panasonic;Exact;Res Thin Film 0603 82 Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD Automotive T/R;Active;113;7.3;2029;Japan
878;MCT06030D8209DP500;Vishay;Exact;Res Thin Film 0603 82 Ohm 0.5% 0.1W(1/10W) ±25ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;90;7.3;2029;Germany | Israel
879;RT0603FRE074K75L;Yageo;Exact;Res Thin Film 0603 4.75K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;443;7.3;2029;China | Taiwan
880;MCT06030C4751FP500;Vishay;Exact;Res Thin Film 0603 4.75K Ohm 1% 0.1W(1/10W) ±50ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;263;7.3;2029;Germany | Israel
881;RT0603FRE07475RL;Yageo;Exact;Res Thin Film 0603 475 Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;351;7.3;2029;China | Taiwan
882;RT0603FRE072K21L;Yageo;Exact;Res Thin Film 0603 2.21K Ohm 1% 0.1W(1/10W) ±50ppm/°C Pad SMD T/R;Active;407;7.3;2029;China | Taiwan
883;RT0603BRD072KL;Yageo;Exact;Res Thin Film 0603 2K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;287;7.3;2029;China | Taiwan
884;RT0603BRD074K3L;Yageo;Exact;Res Thin Film 0603 4.3K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;128;7.3;2029;China | Taiwan
885;RN731JTTD4301B25;KOA Speer Electronics;Exact;Res Thin Film 0603 4.3K Ohm 0.1% 0.063W(1/16W) ±25ppm/°C Pad SMD T/R;LTB;61;0.3;2022;Japan
886;RT0603BRD072K4L;Yageo;Exact;Res Thin Film 0603 2.4K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;168;7.3;2029;China | Taiwan
888;MCWF06R2401BTL;Multicomp Pro;Exact;Res Thin Film 0603 2.4K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD Medical T/R;Active;174;8.3;2030;
889;ERA3AEB203V;Panasonic;Exact;Res Thin Film 0603 20K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD Automotive T/R;Active;287;7.3;2029;Japan
891;MCWF06R2002BTL;Multicomp Pro;Exact;Res Thin Film 0603 20K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD Medical T/R;Unconfirmed;296;Unknown;;
893;AT0603BRD0720KL;Yageo;Exact;Res Thin Film 0603 20K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Sulfur Resistant Pad SMD Automotive Medical T/R;Active;286;9.1;2031;China | Taiwan
894;RN73R1JTTD2002B25;KOA Speer Electronics;Exact;Res Thin Film 0603 20K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Sulfur Resistant Pad SMD Automotive T/R;Active;282;13.7;2036;Japan
895;RT0603BRD0720KL;Yageo;Exact;Res Thin Film 0603 20K Ohm 0.1% 0.1W(1/10W) ±25ppm/°C Pad SMD T/R;Active;287;7.3;2029;China | Taiwan
896;CRCW060333R0FKEAHP;Vishay;Exact;Res Thick Film 0603 33 Ohm 1% 0.33W(1/3W) ±100ppm/°C Pad SMD Automotive T/R;Active;3;7.3;2029;China | Israel
897;RCS060333R0FKEA;Vishay;Exact;Res Thick Film 0603 33 Ohm 1% 0.25W(1/4W) ±100ppm/°C Pad SMD Automotive Medical T/R;Active;13;8.5;2031;China | Israel | United States of America
898;CRGS0603J33R;TE Connectivity;Exact;Res Thick Film 0603 33 Ohm 5% 0.25W(1/4W) ±100ppm/°C Pad SMD T/R;Active;16;10.3;2032;
899;ERJPA3F33R0V;Panasonic;Exact;Res Thick Film 0603 33 Ohm 1% 0.25W(1/4W) ±100ppm/°C Pad SMD Automotive T/R;Active;11;8.7;2031;China | Japan
900;ERJPA3D33R0V;Panasonic;Exact;Res Thick Film 0603 33 Ohm 0.5% 0.25W(1/4W) ±100ppm/°C Pad SMD Automotive T/R;Active;2;8.7;2031;
901;SR0603FR-7T33RL;Yageo;Exact;Res Thick Film 0603 33 Ohm 1% 0.25W(1/4W) ±100ppm/°C Pad SMD Automotive T/R;Active;12;8.5;2031;China | Taiwan
902;RCS060356R0FKEA;Vishay;Exact;Res Thick Film 0603 56 Ohm 1% 0.25W(1/4W) ±100ppm/°C Pad SMD Automotive Medical T/R;Active;13;8.5;2031;China | Israel
903;CRCW080533R0FKEAHP;Vishay;Exact;Res Thick Film 0805 33 Ohm 1% 0.5W(1/2W) ±100ppm/°C Pad SMD Automotive T/R;Active;5;7.3;2029;Israel
904;ERJP06J330V;Panasonic;Exact;Res Thick Film 0805 33 Ohm 5% 0.5W(1/2W) ±200ppm/°C Pad SMD Automotive T/R;Active;9;7.3;2029;China | China | Japan
905;ERJP6WF33R0V;Panasonic;Exact;Res Thick Film 0805 33 Ohm 1% 0.5W(1/2W) ±200ppm/°C Pad SMD Automotive T/R;NRND;4;1.0;2023;
906;KN353-0095B0R1;VITROHM;Exact;Low Ohmic Power Resistors, Low Inductance, Ceramic Case;Unconfirmed;0;Unknown;;China | Taiwan
908;OAR3R050F;TT Electronics;Exact;Res Metal Film 0.05 Ohm 1% 3W ±20ppm/°C Bare Metal RDL Bulk;Active;0;8.5;2031;
910;KN3510295BR016;VITROHM;Exact;Res 0.016 Ohm 5% 2W 200ppm/°C to 1200ppm/°C Conformal Coated AXL Bulk;Unconfirmed;0;Unknown;;China | Taiwan
913;BCN164A102J7;TT Electronics;Automatic;Res Thick Film Array 1K Ohm 5% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R;Active;51;7.3;2029;China | Japan | Taiwan | United States of America
914;BCN164A330J7;TT Electronics;Automatic;Res Thick Film Array 33 Ohm 5% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R;Active;42;7.3;2029;China | Japan | Taiwan | United Kingdom | United States of America
915;BCN164AB330J7;TT Electronics;Automatic;Res Thick Film Array 33 Ohm 5% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD Automotive T/R;Active;41;7.3;2029;China | Japan | Taiwan
916;YC164-JR-0733RL;Yageo;Exact;Res Thick Film Array 33 Ohm 5% ±200ppm/°C ISOL Epoxy 8-Pin 1206(4 X 0603) Convex SMD Automotive T/R;Active;56;7.3;2029;China | Taiwan
917;CAY16-33R0F4LF;Bourns;Exact;Res Thick Film Array 33 Ohm 1% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R;Active;8;7.3;2029;China | Taiwan
918;BCN164A103J7;TT Electronics;Automatic;Res Thick Film Array 10K Ohm 5% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R;Active;63;7.3;2029;China | Japan | Taiwan | United Kingdom | United States of America
919;BCN164A472J7;TT Electronics;Automatic;Res Thick Film Array 4.7K Ohm 5% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R;Active;49;7.3;2029;China | Japan | Taiwan
920;BCN164A333J7;TT Electronics;Automatic;Res Thick Film Array 33K Ohm 5% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R;Active;18;7.3;2029;China | Japan | Taiwan
921;BCN164A331J7;TT Electronics;Automatic;Res Thick Film Array 330 Ohm 5% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R;Active;42;7.3;2029;China | Japan | Taiwan
922;BCN164A471J7;TT Electronics;Automatic;Res Thick Film Array 470 Ohm 5% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R;Active;29;7.3;2029;China | Japan | Taiwan
923;CAY16-471J4LF;Bourns;Exact;Res Thick Film Array 470 Ohm 5% 0.25W(1/4W) ±200ppm/°C ISOL 8-Pin 1206(4 X 0603) Convex SMD T/R;Active;45;7.3;2029;Taiwan
924;V420LA20A;Littelfuse;Exact;Var MOV 420VAC/560VDC 4500A 748V Thru-Hole Radial Bulk;Obsolete;2;0.0;;China | Taiwan
925;DRV5032AJLPG;Texas Instruments;Exact;Ultra-Low-Power Digital-Switch Hall Effect Sensor;Active;0;10.0;2032;
926;B72207S0271K111;TDK;Automatic;Var MOV 275VAC/350VDC 1200A 430V Radial T/R;Unconfirmed;1;Unknown;;China
929;SR431K07DS;Walsin Technology;Exact;Var MOV 275VAC/370VDC 1200A 473V Radial Bulk;Active;1;6.4;2028;
931;MOV-07D560KTR;Bourns;Exact;Var MOV 35VAC/45VDC 250A 56V Thru-Hole Radial T/R;Active;21;6.4;2028;Taiwan
934;V575LA40AP;Littelfuse;Exact;Var MOV 575VAC/730VDC 4500A 1001V Thru-Hole Radial Bulk;Active;0;6.4;2028;China | Taiwan
938;SR560K10DS;Walsin Technology;Exact;Mov Varistor Standard;Unconfirmed;0;Unknown;;
939;V56ZA3P;Littelfuse;Exact;Var MOV 35VAC/45VDC 500A 61.6V Thru-Hole Radial Bulk;Active;0;6.4;2028;China
940;B72207S0301K111;TDK;Exact;Var MOV 300VAC/385VDC 1200A 470V Thru-Hole Radial T/R;Unconfirmed;2;Unknown;;China
941;P6KE400CA;STMicroelectronics;Exact;TVS Diode Single Bi-Dir 342V 600W 2-Pin DO-15 T/R;Active;518;6.0;2028;China | Taiwan
942;P6KE400CA;Littelfuse;Exact;TVS Diode Single Bi-Dir 342V 600W 2-Pin DO-15 T/R;Active;487;6.0;2028;China
943;P6KE400CA;Taiwan Semiconductor;Exact;TVS Diode Single Bi-Dir 342V 600W 2-Pin DO-15 T/R;Active;480;6.0;2028;China | Taiwan
944;P6KE550CA;Littelfuse;Exact;TVS Diode Single Bi-Dir 468V 600W 2-Pin DO-15 T/R;Active;82;6.0;2028;China | Taiwan
945;CRF252-45T10R;VITROHM;Exact;Res Wirewound 10 Ohm 5% 1.8W ±120ppm/°C Conformal Coated AXL Tape and Box;Unconfirmed;1;Unknown;;China | Taiwan
946;WA83-10RJI;TT Electronics;Automatic;Res Wirewound 10 Ohm 5% 2W ±200ppm/°C Cement AXL Ammo;Active;29;7.3;2029;China
947;B72220S0251K101;TDK;Exact;Var MOV 250VAC/320VDC 8000A 390V Thru-Hole Radial Automotive Bulk;Active;0;7.5;2030;China
949;LCDA05.TBT;Semtech;Exact;ESD Suppressor Diode TVS Bi-Dir 5V 11Vc 8-Pin SOIC N T/R;Active;115;5.1;2027;Philippines
950;VC120605D150DP;KYOCERA AVX Components Corporation;Exact;Var MLV 4VAC/5.6VDC 150A 8.5V 1206 SMD T/R;Active;6;6.4;2028;China
951;VC120605D150RP;KYOCERA AVX Components Corporation;Exact;Var MLV 4VAC/5.6VDC 150A 8.5V 1206 SMD T/R;Active;6;6.4;2028;China
952;VC120614D300DP;KYOCERA AVX Components Corporation;Exact;Var MLV 10VAC/14VDC 150A 18.5V 1206 SMD T/R;Active;6;6.4;2028;China
953;VC120614D300RP;KYOCERA AVX Components Corporation;Exact;Var MLV 10VAC/14VDC 150A 18.5V 1206 SMD T/R;Active;6;6.4;2028;China
955;VC120630D650DP;KYOCERA AVX Components Corporation;Exact;Var MLV 21VAC/30VDC 120A 41V 1206 SMD T/R;Active;8;6.4;2028;China
956;VC120630D650RP;KYOCERA AVX Components Corporation;Exact;Var MLV 21VAC/30VDC 120A 41V 1206 SMD T/R;Active;9;6.4;2028;China
957;SMD100F-2;Littelfuse;Automatic;PTC Resettable Fuse 1.1A(hold) 2.2A(trip) 30VDC 40A 1.7W 0.5s 0.12Ohm SMD Solder Pad 2920 T/R Automotive;Active;0;5.1;2027;China | United States of America
958;RXE020;Littelfuse;Automatic;PTC Resettable Fuse 0.2A(hold) 0.4A(trip) 72V 40A 0.41(Nom)W 2.2s 1.83Ohm Radial 7.4 X 3mm;Obsolete;1;0.0;;
960;RXEF040-2;Littelfuse;Automatic;PTC Resettable Fuse 0.4A(hold) 0.8A(trip) 72VAC/72VDC 40A 0.56W 3.8s 0.55Ohm Radial 7.6 X 3mm T/R;Active;4;8.3;2030;China
963;SIOV-CN1210K30G;TDK;Automatic;Var MOV 30VAC 38VDC 300A 47V 1210 SMD T/R;Unconfirmed;0;Unknown;;
964;V48MLA1210H;Littelfuse;Exact;Var MLV 40VAC/48VDC 250A 66.5V 1210 SMD T/R;Obsolete;4;0.0;;China
965;V48MLA1210NH;Littelfuse;Exact;Var MLV 40VAC/48VDC 250A 66.5V 1210 SMD T/R;Active;4;6.4;2028;China
966;VC120648D101RP;KYOCERA AVX Components Corporation;Exact;Var MLV 34VAC/48VDC 100A 62V 1206 SMD T/R;Active;12;6.4;2028;China
967;VC120648D101DP;KYOCERA AVX Components Corporation;Exact;Var MLV 34VAC/48VDC 100A 62V 1206 SMD T/R;Active;12;6.4;2028;China
968;CT1206K20G;TDK;Exact;Var MLV 20VAC/26VDC 200A 33V 1206 SMD Blister T/R;Active;0;7.5;2030;
969;B72520T0200K062;TDK;Exact;Var MLV 20VAC/26VDC 200A 33V 1206 SMD T/R;Active;13;6.4;2028;
970;P6SMB550CA;Littelfuse;Exact;TVS Diode Single Bi-Dir 495V 600W 2-Pin SMB T/R;Active;17;6.0;2028;China
971;P6SMB550CA;Bourns;Exact;TVS Diode Single Bi-Dir 495V 600W 2-Pin SMB T/R;Active;21;7.1;2029;Taiwan
972;SMBJP6KE550CA;Micro Commercial Components;Exact;TVS Diode Single Bi-Dir 495V 600W 2-Pin SMB;Active;27;6.0;2028;China
973;TPSMB550CA-A;Littelfuse;Exact;TVS Diode Single Bi-Dir 468V 600W Automotive 2-Pin SMB T/R;Active;23;7.0;2029;China
974;SMBJ6.0CA-TR;STMicroelectronics;Exact;TVS Diode Single Bi-Dir 6V 600W 2-Pin SMB T/R;Active;410;6.0;2028;China | Morocco | Taiwan | United States of America
976;SMBJ36CA-TR;STMicroelectronics;Exact;Diode TVS Single Bi-Dir 36V 600W 2-Pin SMB T/R;Active;427;6.0;2028;China | Israel | Morocco | United States of America
977;SMBJ36CA-13-F;Diodes Incorporated;Exact;TVS Diode Single Bi-Dir 36V 600W 2-Pin SMB T/R;Active;409;5.1;2027;Taiwan
979;PRG18BB101MB1RB;Murata Manufacturing;Exact;Thermistor PTC 100 Ohm 20% 2-Pin 0603 Surface Mount Solder Pad T/R;Active;0;4.3;2026;Japan
980;B72520T0300K062;TDK;Exact;Var MLV 30VAC/38VDC 200A 47V 1206 SMD T/R;Active;13;6.4;2028;
981;B72540E0250K062;TDK;Exact;Var MLV 25VAC/31VDC 1200A 39V 2220 SMD Automotive T/R;Active;2;7.5;2030;Croatia
982;NTCS0402E3473FXT;Vishay;Exact;Thermistor NTC 47K Ohm 1% 2-Pin 0402 Surface Mount Solder Pad 4075K -4.5 to -4 T/R Automotive;Active;1;4.3;2026;
983;NCP15WB473F03RC;Murata Manufacturing;Exact;Thermistor NTC 47K Ohm 1% 2-Pin 0402 Surface Mount Solder Pad 4108K T/R;Active;3;4.3;2026;China | China | Japan | Philippines
984;B72530E0250K062;TDK;Exact;Var MLV 25VAC/31VDC 300A 39V 1210 SMD Automotive T/R;Active;1;6.4;2028;Croatia
985;B72530T0250K062;TDK;Exact;Var MLV 25VAC/31VDC 300A 39V 1210 SMD T/R;Unconfirmed;3;Unknown;;
987;B72510E0250K062;TDK;Exact;Var MLV 25VAC/31VDC 80A 39V 0805 SMD Automotive T/R;Active;6;6.4;2028;Croatia
988;CT0805K25G;TDK;Exact;Var MLV 25VAC 31VDC 80A 39V 0805 SMD Blister T/R;Active;0;6.4;2028;
990;B72510T0250K062;TDK;Exact;Var MLV 25VAC/31VDC 80A 39V 0805 SMD T/R;Active;7;6.4;2028;
